customer_id,revenue,orders,units_purchased,first_purchase,latest_purchase
16991,1041.21,1,793,2010-10-14 14:08:00,2010-10-14 14:08:00
16261,1041.16,6,454,2010-09-23 16:40:00,2011-11-22 17:23:00
13613,1039.85,5,445,2010-02-17 12:40:00,2010-09-13 12:01:00
13873,1038.92,8,472,2010-03-03 12:31:00,2011-08-12 10:08:00
12486,1037.28,1,523,2010-10-04 12:14:00,2010-10-04 12:14:00
17042,1036.58,5,990,2011-04-06 14:53:00,2011-12-07 12:26:00
14902,1035.62,3,716,2010-06-04 12:35:00,2011-11-14 10:34:00
17926,1035.49,5,572,2010-05-09 14:07:00,2011-07-29 14:39:00
16260,1035.45,1,311,2011-10-20 09:40:00,2011-10-20 09:40:00
12811,1033.9,5,435,2010-10-08 12:20:00,2011-03-24 09:42:00
17724,1033.0,3,300,2011-07-24 13:26:00,2011-09-29 15:26:00
14248,1032.95,3,692,2010-07-12 14:27:00,2011-01-25 14:45:00
13000,1032.5,4,548,2009-12-14 17:03:00,2011-08-25 10:43:00
17405,1031.41,3,726,2011-07-12 14:17:00,2011-12-08 17:12:00
13235,1031.07,1,441,2011-05-11 17:13:00,2011-05-11 17:13:00
16198,1030.04,2,384,2010-09-28 13:59:00,2011-09-25 14:58:00
14932,1029.66,2,337,2010-11-19 09:16:00,2010-12-09 11:48:00
16418,1028.74,5,564,2010-10-13 12:31:00,2011-10-26 12:39:00
15333,1028.56,1,344,2011-05-15 13:27:00,2011-05-15 13:27:00
16385,1028.55,5,543,2010-03-18 12:45:00,2011-10-10 13:12:00
16682,1028.0,5,1040,2011-06-05 11:02:00,2011-12-05 12:13:00
17869,1027.96,7,558,2010-06-10 13:47:00,2011-08-24 16:16:00
16227,1027.22,3,436,2010-06-22 13:28:00,2011-04-28 13:33:00
15887,1027.15,3,605,2010-06-02 11:53:00,2010-10-29 08:36:00
15003,1027.03,6,525,2010-01-26 13:04:00,2010-08-23 15:44:00
17749,1026.18,3,446,2010-06-11 14:56:00,2011-06-14 15:45:00
16160,1025.44,2,1162,2011-09-15 10:53:00,2011-10-05 14:19:00
13602,1025.17,4,538,2010-05-28 11:49:00,2011-10-06 11:47:00
17310,1025.1,2,402,2010-06-23 11:38:00,2010-11-17 16:00:00
14204,1024.83,4,469,2009-12-02 13:26:00,2011-12-07 13:38:00
17362,1024.04,7,549,2010-01-06 10:53:00,2011-04-14 14:43:00
16568,1020.9,2,366,2010-03-08 14:51:00,2010-10-08 10:54:00
12572,1020.42,2,452,2011-10-19 08:20:00,2011-12-01 09:20:00
13376,1019.76,3,493,2011-04-19 13:03:00,2011-09-01 16:16:00
18142,1019.52,2,1276,2011-05-08 12:31:00,2011-07-05 13:19:00
12403,1019.36,2,260,2010-07-06 11:39:00,2011-10-21 10:51:00
13956,1019.27,5,486,2011-03-13 12:51:00,2011-12-04 13:20:00
16441,1019.13,5,478,2010-03-22 18:00:00,2011-10-03 17:48:00
12828,1018.71,6,494,2011-08-01 16:16:00,2011-12-07 08:45:00
16284,1018.48,3,674,2010-11-11 13:27:00,2011-11-08 16:12:00
12905,1018.42,2,532,2010-01-26 14:06:00,2010-05-12 10:05:00
16787,1017.53,4,472,2010-01-10 11:12:00,2010-11-07 11:01:00
12793,1017.33,3,526,2010-11-03 13:05:00,2011-01-09 12:12:00
15970,1017.32,2,498,2010-04-20 11:30:00,2011-02-09 12:08:00
12652,1017.03,2,536,2010-10-01 15:16:00,2011-01-12 15:00:00
13641,1016.47,5,1098,2009-12-05 13:17:00,2010-03-09 07:37:00
13333,1015.74,3,685,2010-02-19 09:26:00,2010-10-24 13:24:00
14675,1015.58,2,660,2010-11-16 12:22:00,2011-11-23 12:58:00
16623,1015.24,4,442,2010-04-26 14:04:00,2011-04-08 10:09:00
14355,1014.45,3,709,2010-03-22 15:08:00,2010-12-09 12:16:00
12410,1013.71,3,341,2010-07-25 13:26:00,2011-02-04 10:39:00
13466,1013.35,5,660,2010-03-21 13:50:00,2011-06-08 16:39:00
12642,1013.26,3,552,2011-08-24 09:23:00,2011-11-14 15:03:00
15951,1013.17,3,420,2010-11-23 18:20:00,2011-12-01 08:34:00
16451,1013.15,3,524,2009-12-04 15:11:00,2011-09-13 09:17:00
17197,1013.01,1,191,2011-11-10 10:32:00,2011-11-10 10:32:00
17980,1012.72,4,771,2010-11-11 14:42:00,2011-06-27 12:01:00
15713,1010.79,4,510,2009-12-16 09:41:00,2011-07-19 13:34:00
13039,1010.73,4,290,2009-12-17 16:43:00,2010-05-04 16:45:00
16572,1009.6,3,532,2011-03-09 12:04:00,2011-08-04 16:34:00
13258,1009.43,5,446,2010-11-04 12:45:00,2011-11-28 09:31:00
16287,1006.98,5,1426,2010-01-19 09:46:00,2011-06-23 09:08:00
13429,1006.8,4,1390,2011-09-25 15:59:00,2011-11-29 09:10:00
15850,1006.75,6,1334,2009-12-13 13:27:00,2011-11-20 14:14:00
13238,1006.63,6,442,2010-04-28 15:02:00,2011-11-22 15:37:00
15771,1006.54,3,512,2010-01-15 12:14:00,2010-04-14 13:56:00
12703,1006.53,4,595,2010-01-24 12:05:00,2011-09-29 17:52:00
13427,1006.53,6,880,2009-12-17 13:44:00,2011-11-20 13:02:00
13549,1005.8,8,554,2010-11-17 12:17:00,2011-11-14 09:20:00
13867,1005.09,3,501,2011-05-05 17:28:00,2011-11-08 15:48:00
14214,1004.38,5,751,2011-03-07 12:26:00,2011-11-09 10:31:00
15363,1004.11,2,527,2010-08-04 08:41:00,2010-12-02 12:28:00
18160,1003.88,3,519,2010-11-18 16:33:00,2011-10-13 15:50:00
16435,1003.07,3,608,2010-07-13 13:29:00,2010-07-15 18:22:00
12446,1002.31,1,351,2011-10-13 12:50:00,2011-10-13 12:50:00
16122,1001.34,6,1398,2010-10-10 15:26:00,2011-09-27 15:34:00
13857,1001.01,6,782,2010-05-17 14:21:00,2010-11-11 12:54:00
14255,1000.63,1,1,2010-06-11 15:54:00,2010-06-11 15:54:00
12545,1000.39,2,523,2011-03-25 12:04:00,2011-09-25 13:39:00
15508,1000.27,6,440,2011-04-18 15:31:00,2011-06-03 15:43:00
18143,1000.16,2,570,2011-07-21 10:44:00,2011-08-15 12:07:00
13005,999.68,4,462,2010-09-08 12:52:00,2011-06-19 10:53:00
12413,999.45,4,319,2010-11-02 13:26:00,2011-10-04 09:00:00
17205,999.35,3,2214,2010-05-24 15:36:00,2011-10-17 12:46:00
17329,998.53,5,430,2009-12-03 16:09:00,2011-11-25 14:24:00
16863,998.52,3,745,2010-10-26 10:03:00,2011-11-08 15:26:00
17631,998.49,7,591,2009-12-09 14:15:00,2011-12-08 09:47:00
12722,997.63,4,566,2011-07-12 11:55:00,2011-09-15 14:50:00
16898,997.29,5,789,2010-05-12 12:18:00,2011-11-13 15:44:00
13965,996.61,3,425,2010-01-05 15:21:00,2010-08-20 10:40:00
16699,994.6,7,640,2009-12-04 13:31:00,2010-11-24 14:38:00
13292,994.51,5,530,2010-07-01 14:36:00,2011-11-01 10:04:00
17237,994.13,4,414,2010-11-23 11:45:00,2011-11-28 15:02:00
15104,993.54,2,635,2011-03-02 14:16:00,2011-05-27 12:29:00
17299,993.23,6,919,2010-08-15 16:00:00,2011-11-28 12:01:00
14223,991.13,3,585,2011-03-20 16:02:00,2011-09-08 13:38:00
13559,990.0,2,360,2010-06-14 11:52:00,2010-07-15 09:52:00
13245,989.22,2,371,2010-10-03 14:03:00,2011-10-20 11:40:00
15973,988.44,3,301,2010-10-06 15:00:00,2010-12-08 11:42:00
17883,988.42,7,476,2010-02-25 20:07:00,2011-12-06 17:49:00
15176,988.04,1,448,2010-02-10 10:36:00,2010-02-10 10:36:00
16130,987.48,4,296,2010-04-01 13:58:00,2010-10-13 15:14:00
18237,987.1,5,622,2011-07-28 13:05:00,2011-12-07 12:49:00
13439,986.61,3,952,2010-07-01 14:36:00,2011-03-29 14:20:00
12862,984.62,2,611,2010-08-01 15:20:00,2010-10-10 11:47:00
17144,984.57,2,483,2011-09-16 12:50:00,2011-12-08 17:57:00
14142,983.15,2,831,2010-03-03 15:13:00,2010-12-01 16:33:00
15109,983.1,3,258,2009-12-04 12:33:00,2011-04-08 09:58:00
12541,981.18,3,680,2011-03-04 09:32:00,2011-11-10 10:40:00
12543,980.25,1,688,2010-09-17 15:51:00,2010-09-17 15:51:00
14510,979.85,3,793,2010-09-29 13:35:00,2010-11-29 12:46:00
14230,979.8,3,246,2010-06-09 13:56:00,2010-09-30 09:07:00
15025,979.79,2,503,2010-05-20 13:28:00,2011-11-06 15:20:00
17369,979.2,1,1152,2010-09-10 09:49:00,2010-09-10 09:49:00
13350,979.12,2,287,2011-09-21 13:33:00,2011-11-23 16:33:00
14157,978.69,5,521,2010-03-03 16:49:00,2011-11-20 11:32:00
15132,977.93,5,679,2011-03-22 12:02:00,2011-11-21 17:10:00
14454,977.3,5,400,2009-12-06 12:56:00,2010-11-28 13:26:00
17123,977.17,3,676,2010-05-16 11:52:00,2011-07-01 10:47:00
17221,976.62,5,713,2010-04-11 15:34:00,2011-12-02 13:35:00
15247,976.06,3,514,2010-06-20 14:08:00,2011-08-09 12:52:00
15406,975.87,4,547,2010-09-12 13:06:00,2011-11-08 13:22:00
15165,975.5,1,320,2010-12-01 14:03:00,2010-12-01 14:03:00
16376,974.96,2,691,2011-11-22 16:47:00,2011-12-01 11:38:00
15646,974.61,5,1051,2010-10-25 13:06:00,2011-07-05 09:53:00
15449,974.52,3,812,2011-03-23 10:43:00,2011-11-13 15:02:00
12994,974.42,3,459,2011-03-16 08:31:00,2011-12-05 15:43:00
17958,973.88,2,284,2009-12-11 15:37:00,2011-08-15 12:19:00
12525,973.73,3,509,2010-03-02 14:01:00,2010-07-29 16:08:00
16009,972.11,4,366,2011-07-03 11:26:00,2011-11-17 16:51:00
16535,972.04,3,664,2010-01-28 15:26:00,2011-12-04 15:18:00
14350,972.03,3,543,2010-10-05 15:52:00,2011-03-10 14:14:00
17100,971.74,2,800,2011-11-21 16:36:00,2011-11-21 16:36:00
14953,971.32,4,1014,2010-09-30 12:16:00,2011-11-14 14:59:00
15208,970.52,6,356,2010-10-12 12:17:00,2011-12-08 17:24:00
18006,969.51,4,395,2009-12-17 12:27:00,2011-11-16 16:52:00
13223,969.12,6,568,2010-02-12 13:27:00,2011-05-23 13:03:00
16254,967.44,3,543,2010-03-17 15:43:00,2010-11-26 13:22:00
13204,966.66,1,428,2009-12-08 14:56:00,2009-12-08 14:56:00
14138,965.88,2,600,2011-10-07 09:38:00,2011-12-08 12:44:00
17987,965.44,5,981,2010-06-07 11:23:00,2011-06-07 14:22:00
15084,965.2,2,600,2010-03-04 10:45:00,2010-11-25 11:58:00
12550,964.83,1,569,2011-09-21 14:35:00,2011-09-21 14:35:00
16763,964.7,2,492,2009-12-01 15:26:00,2011-05-25 11:52:00
15268,961.9,3,428,2010-04-13 11:27:00,2010-08-18 10:33:00
15156,961.49,3,597,2011-11-06 12:41:00,2011-12-08 18:22:00
16518,959.37,4,524,2010-06-01 13:31:00,2011-10-09 15:04:00
12588,958.78,4,438,2010-04-21 12:22:00,2011-10-31 15:01:00
18192,957.97,1,339,2011-09-29 09:53:00,2011-09-29 09:53:00
12697,957.59,3,508,2011-06-23 15:44:00,2011-11-11 08:47:00
17080,957.53,7,569,2010-07-01 16:03:00,2011-11-17 12:59:00
12675,957.25,2,336,2010-05-10 16:44:00,2010-06-04 09:49:00
17172,956.57,3,1215,2009-12-13 11:46:00,2011-09-22 09:36:00
16141,955.94,2,410,2010-10-18 14:12:00,2011-09-12 13:11:00
12990,955.5,7,480,2010-03-30 11:36:00,2011-11-08 13:01:00
14629,955.26,2,378,2011-10-23 16:13:00,2011-12-05 16:55:00
16947,955.21,5,655,2010-03-03 10:54:00,2011-04-18 09:38:00
12505,955.2,1,324,2010-10-27 09:18:00,2010-10-27 09:18:00
15430,954.75,2,309,2010-06-29 15:04:00,2010-08-29 10:42:00
17298,954.26,5,852,2010-03-08 08:56:00,2011-08-30 16:43:00
15835,954.09,4,439,2011-01-13 10:35:00,2011-10-26 15:47:00
17189,953.63,5,601,2009-12-02 11:45:00,2011-08-25 19:39:00
12414,952.41,6,495,2010-09-02 12:22:00,2011-05-06 14:51:00
14615,951.76,5,495,2010-06-09 13:59:00,2010-11-10 13:36:00
17955,949.9,6,681,2010-02-12 16:27:00,2011-05-25 12:00:00
12767,949.82,1,598,2010-11-29 09:38:00,2010-11-29 09:38:00
17081,949.39,6,381,2010-02-22 13:19:00,2011-11-14 12:56:00
13046,949.25,3,505,2010-09-09 13:09:00,2011-11-09 08:36:00
13636,949.12,5,592,2011-02-27 14:29:00,2011-11-03 10:30:00
15177,948.93,1,485,2010-10-10 12:48:00,2010-10-10 12:48:00
12822,948.88,2,550,2011-09-13 13:46:00,2011-09-30 10:04:00
12874,948.42,2,623,2010-06-03 12:51:00,2010-11-19 15:23:00
12355,947.61,2,543,2010-05-21 11:59:00,2011-05-09 13:49:00
17516,947.5,6,522,2010-11-26 12:50:00,2011-11-24 16:51:00
16136,946.8,4,674,2010-02-14 12:49:00,2011-10-11 09:10:00
14994,946.72,5,568,2010-03-26 14:16:00,2010-11-22 12:59:00
16861,946.59,5,616,2010-07-19 11:44:00,2011-10-11 09:05:00
17356,946.47,5,925,2010-01-20 12:14:00,2011-02-01 11:07:00
16146,946.38,4,544,2010-09-17 10:46:00,2011-07-05 14:20:00
18217,945.04,4,740,2010-07-01 15:39:00,2011-11-10 13:18:00
17544,944.82,3,410,2010-11-14 14:47:00,2010-11-14 15:08:00
13261,944.1,2,210,2011-02-27 10:41:00,2011-03-16 12:22:00
17860,943.84,4,789,2009-12-11 16:48:00,2010-12-06 12:41:00
16199,942.75,7,321,2010-03-18 18:47:00,2010-11-12 12:55:00
17604,942.38,6,614,2010-01-27 12:19:00,2011-05-06 13:43:00
15385,942.08,3,428,2010-01-31 13:02:00,2011-10-30 15:11:00
14958,941.99,6,248,2009-12-03 16:02:00,2011-07-15 14:20:00
14326,940.98,3,572,2010-06-25 12:10:00,2011-04-11 15:04:00
13416,940.8,3,208,2009-12-03 13:02:00,2011-10-27 08:56:00
15107,940.35,9,356,2010-09-14 10:47:00,2011-02-01 14:46:00
13936,939.66,3,661,2010-10-21 14:21:00,2011-06-13 08:47:00
16109,939.48,3,1092,2010-01-10 10:37:00,2011-05-05 09:17:00
17527,939.37,4,488,2011-05-05 13:43:00,2011-10-17 12:32:00
14437,936.34,5,480,2010-05-05 12:20:00,2010-12-09 09:27:00
17020,935.62,2,860,2010-03-03 12:27:00,2010-06-15 13:06:00
14140,935.05,2,811,2011-11-08 11:20:00,2011-12-06 09:05:00
12942,934.35,3,267,2010-12-09 09:34:00,2011-07-31 14:39:00
16781,934.25,2,305,2010-02-08 13:56:00,2010-12-02 14:26:00
15792,933.84,2,606,2010-03-31 09:42:00,2010-11-05 08:21:00
15787,933.26,3,534,2011-10-09 13:11:00,2011-11-13 14:55:00
16661,932.76,4,364,2009-12-17 15:39:00,2010-06-17 15:24:00
18154,932.6,5,626,2010-08-06 09:18:00,2011-12-06 16:41:00
18133,931.5,1,1350,2011-05-11 14:14:00,2011-05-11 14:14:00
12396,931.43,1,591,2010-02-03 13:22:00,2010-02-03 13:22:00
13465,931.12,2,584,2010-05-02 15:30:00,2010-09-19 15:13:00
14924,931.01,3,312,2010-03-10 12:51:00,2011-04-08 09:25:00
15723,930.7,4,427,2010-05-14 12:55:00,2010-12-10 11:12:00
14338,928.1,3,622,2010-06-21 10:32:00,2011-07-01 14:08:00
13288,927.61,5,379,2010-02-11 14:59:00,2010-09-22 16:32:00
15243,927.28,2,543,2010-09-30 17:28:00,2011-09-26 14:12:00
17805,927.03,2,1126,2010-04-08 14:36:00,2011-09-27 11:49:00
16975,926.12,3,586,2010-07-22 11:38:00,2010-10-12 17:53:00
12745,925.41,3,468,2010-01-26 16:22:00,2010-08-10 10:14:00
13805,924.6,2,1900,2011-08-02 15:29:00,2011-10-18 14:50:00
14128,924.21,3,814,2010-06-06 14:05:00,2011-10-10 12:00:00
18001,924.14,6,874,2009-12-02 15:38:00,2011-11-27 16:02:00
16643,923.11,2,553,2010-10-13 09:47:00,2011-04-08 08:24:00
13034,922.68,3,522,2010-11-03 15:22:00,2011-10-16 12:21:00
17322,922.59,5,631,2009-12-03 11:46:00,2010-11-28 14:41:00
15654,922.53,2,475,2011-11-13 15:15:00,2011-11-30 13:08:00
13122,922.39,2,585,2011-04-13 14:12:00,2011-09-06 15:53:00
17472,922.35,4,551,2010-03-21 13:27:00,2011-06-01 14:57:00
16362,922.16,6,467,2010-09-28 09:24:00,2011-11-07 13:01:00
13934,922.1,1,390,2011-03-21 08:39:00,2011-03-21 08:39:00
14605,921.56,4,416,2009-12-08 13:59:00,2010-11-30 14:07:00
12638,921.49,2,663,2010-03-10 10:30:00,2011-11-06 13:11:00
15576,921.37,1,394,2011-11-02 12:03:00,2011-11-02 12:03:00
15957,921.25,3,453,2010-10-15 12:11:00,2011-11-08 12:14:00
14272,920.81,4,1097,2010-05-06 14:01:00,2011-09-27 10:08:00
17363,920.46,3,499,2010-11-02 17:25:00,2010-11-09 17:11:00
12998,920.08,3,1124,2010-02-24 11:55:00,2010-08-04 08:05:00
14568,919.7,1,645,2010-09-30 17:15:00,2010-09-30 17:15:00
13075,919.61,1,485,2011-08-02 10:19:00,2011-08-02 10:19:00
13872,919.57,3,339,2009-12-14 09:56:00,2010-06-30 15:35:00
15304,919.55,9,133,2010-10-14 10:24:00,2011-10-10 10:23:00
17760,918.93,6,696,2010-02-28 12:15:00,2011-11-18 10:56:00
16204,918.71,3,671,2009-12-08 17:44:00,2011-11-16 13:40:00
14342,918.44,6,521,2010-08-24 13:03:00,2011-11-18 13:21:00
12368,917.7,1,330,2010-03-21 15:56:00,2010-03-21 15:56:00
14061,917.43,3,133,2009-12-01 18:03:00,2010-07-20 17:22:00
14015,917.34,1,378,2011-10-18 10:02:00,2011-10-18 10:02:00
15707,916.98,4,594,2011-09-14 14:19:00,2011-11-04 14:35:00
14423,916.61,3,419,2010-01-14 11:49:00,2011-05-05 15:12:00
14176,916.01,5,326,2010-11-23 13:21:00,2011-02-15 13:12:00
14839,915.28,3,927,2010-01-04 16:29:00,2010-10-17 13:01:00
14141,915.13,4,355,2011-08-26 14:40:00,2011-12-07 09:53:00
16216,914.93,1,254,2011-03-17 15:34:00,2011-03-17 15:34:00
14549,913.6,4,394,2009-12-02 14:06:00,2011-02-01 13:47:00
15364,913.19,2,493,2011-03-30 13:39:00,2011-09-05 09:46:00
14359,912.18,3,371,2011-09-13 09:03:00,2011-11-20 13:17:00
15244,912.08,3,472,2010-02-11 14:48:00,2011-10-05 13:19:00
16034,911.32,6,585,2010-10-26 13:00:00,2011-05-27 16:17:00
14289,911.26,6,292,2011-02-23 12:33:00,2011-12-01 11:44:00
14133,911.14,4,398,2009-12-06 12:10:00,2011-08-02 11:34:00
16138,910.35,3,774,2010-04-28 09:51:00,2010-11-26 12:13:00
13038,908.46,3,360,2011-02-22 11:43:00,2011-09-20 14:37:00
15097,908.35,3,424,2010-05-05 14:22:00,2011-12-05 14:03:00
17464,907.14,3,608,2010-03-30 13:15:00,2011-07-04 13:19:00
14714,906.24,4,642,2010-01-21 11:51:00,2011-11-15 13:07:00
14969,906.23,1,665,2010-01-05 12:43:00,2010-01-05 12:43:00
12808,906.1,5,375,2010-09-03 10:24:00,2011-11-03 10:05:00
13573,904.52,6,647,2010-03-12 16:06:00,2011-10-20 14:33:00
13255,904.46,3,517,2010-07-15 13:20:00,2011-11-30 13:14:00
15180,904.43,3,690,2010-04-29 15:27:00,2010-12-07 14:57:00
17746,904.18,4,688,2010-04-08 12:54:00,2011-04-13 14:31:00
17176,902.32,3,576,2010-01-31 15:49:00,2011-05-22 12:41:00
17382,902.28,8,457,2010-05-19 11:33:00,2011-10-05 13:05:00
13548,901.44,3,558,2010-08-25 13:44:00,2011-09-04 14:50:00
15511,900.53,5,269,2011-09-15 15:05:00,2011-11-28 09:43:00
12945,900.11,2,446,2010-02-21 15:18:00,2011-02-24 14:15:00
14729,899.73,3,569,2010-03-24 13:30:00,2010-12-01 12:43:00
12940,899.69,2,404,2011-09-13 10:16:00,2011-10-16 12:09:00
16834,898.96,2,760,2010-02-03 14:24:00,2011-04-26 09:37:00
15710,898.87,1,641,2010-10-18 17:05:00,2010-10-18 17:05:00
15992,896.6,3,514,2010-09-12 11:52:00,2011-12-06 11:00:00
13996,895.76,2,613,2010-11-05 15:07:00,2010-11-18 16:27:00
17226,895.47,3,853,2010-02-12 14:31:00,2011-02-04 11:52:00
15066,893.59,1,317,2011-10-17 13:25:00,2011-10-17 13:25:00
12772,892.47,1,556,2011-10-11 09:19:00,2011-10-11 09:19:00
17155,892.46,7,987,2009-12-03 11:34:00,2011-11-22 12:38:00
16784,892.33,5,494,2010-03-28 12:55:00,2011-11-20 12:20:00
16442,891.98,5,580,2009-12-13 11:05:00,2011-12-08 11:43:00
15393,891.34,5,378,2009-12-15 17:56:00,2011-11-23 16:48:00
16361,891.21,4,418,2011-09-29 13:13:00,2011-11-30 12:32:00
14065,891.02,3,582,2010-10-04 12:03:00,2010-11-15 16:13:00
15824,890.94,2,478,2010-06-25 15:10:00,2010-09-12 13:20:00
17537,887.67,2,699,2011-02-09 13:37:00,2011-11-10 10:56:00
16900,887.11,3,833,2011-10-07 13:17:00,2011-11-23 10:32:00
15900,886.57,4,656,2010-05-26 11:27:00,2011-11-16 12:19:00
16228,885.71,3,555,2010-11-04 18:54:00,2010-11-19 14:20:00
17704,885.19,2,343,2011-04-14 09:28:00,2011-06-24 09:40:00
16411,884.94,4,530,2010-10-07 15:09:00,2011-11-20 13:23:00
17708,884.18,4,387,2010-10-12 12:13:00,2011-06-05 10:12:00
15907,882.72,3,478,2011-05-13 13:01:00,2011-12-06 12:21:00
18141,882.47,2,433,2010-04-29 15:32:00,2010-11-03 11:44:00
16387,882.46,5,448,2010-03-11 12:22:00,2011-01-21 11:34:00
17480,882.23,2,581,2010-09-21 12:31:00,2011-09-23 11:39:00
17143,880.97,2,314,2010-07-12 13:26:00,2010-10-18 15:27:00
12680,880.81,4,444,2011-08-18 15:44:00,2011-12-09 12:50:00
16677,880.62,2,457,2010-02-25 16:11:00,2010-10-24 14:53:00
13937,880.13,2,587,2010-11-02 12:37:00,2011-06-23 16:35:00
14551,878.09,7,486,2010-01-27 12:06:00,2011-11-21 13:36:00
14612,877.7,1,134,2010-10-20 16:01:00,2010-10-20 16:01:00
15653,877.44,2,1200,2011-08-16 09:50:00,2011-09-08 10:49:00
14645,876.89,3,587,2010-03-15 11:33:00,2011-07-06 09:15:00
17864,876.57,5,1015,2010-10-08 11:49:00,2011-11-27 11:15:00
13768,875.97,2,373,2009-12-09 10:25:00,2009-12-13 10:41:00
13166,875.93,2,522,2010-10-21 14:29:00,2011-03-01 15:16:00
14681,875.15,6,172,2010-02-24 08:54:00,2011-09-29 15:52:00
16513,874.59,4,407,2011-10-27 14:56:00,2011-12-05 10:18:00
16657,874.43,4,1130,2011-03-30 12:02:00,2011-11-30 11:48:00
15469,874.25,3,287,2010-09-27 10:09:00,2011-10-20 16:21:00
17361,871.79,5,380,2010-02-01 14:30:00,2011-10-21 15:43:00
15224,871.36,5,443,2010-01-15 16:14:00,2010-12-16 15:02:00
13200,870.09,4,516,2011-08-05 14:50:00,2011-11-20 15:35:00
17566,869.77,2,497,2011-11-14 13:42:00,2011-12-01 19:54:00
14753,869.51,2,412,2010-09-05 11:04:00,2011-09-13 14:50:00
16948,868.77,7,2091,2010-02-21 13:48:00,2011-07-24 12:46:00
16357,868.37,4,389,2010-11-23 18:52:00,2011-11-06 16:04:00
17167,867.11,3,429,2010-09-20 14:02:00,2010-11-25 10:05:00
16567,865.6,2,996,2011-01-07 09:31:00,2011-05-29 13:57:00
13922,865.2,3,467,2010-08-29 14:36:00,2010-12-23 10:38:00
14600,865.17,2,487,2010-11-11 15:56:00,2011-02-07 09:48:00
18156,862.52,2,351,2010-12-05 12:29:00,2011-11-27 12:24:00
16668,862.42,13,773,2010-03-18 18:25:00,2011-11-24 17:43:00
12787,862.18,4,510,2010-10-22 14:57:00,2011-11-30 08:44:00
17358,861.01,5,430,2010-02-24 16:42:00,2011-02-09 16:57:00
12794,860.41,2,592,2011-09-02 12:01:00,2011-10-17 14:54:00
13339,860.12,1,326,2011-05-23 08:31:00,2011-05-23 08:31:00
14372,860.08,2,378,2010-04-19 15:57:00,2010-09-22 16:17:00
13891,859.21,3,476,2010-05-06 16:02:00,2010-11-26 15:57:00
12440,859.2,2,331,2009-12-22 12:03:00,2010-09-03 13:11:00
15870,857.46,4,504,2010-09-19 16:22:00,2011-11-07 10:58:00
15287,856.03,5,1010,2009-12-02 12:13:00,2011-11-17 15:34:00
17161,856.01,1,537,2010-09-21 16:44:00,2010-09-21 16:44:00
15542,855.71,3,418,2009-12-02 11:53:00,2010-07-15 13:32:00
17968,855.54,4,503,2010-07-15 15:01:00,2010-12-01 12:23:00
17064,855.45,3,316,2011-01-16 16:10:00,2011-10-12 10:18:00
12878,854.99,2,547,2011-03-18 14:02:00,2011-04-17 13:07:00
13945,854.15,2,413,2010-08-17 09:59:00,2010-11-10 10:00:00
14873,854.13,2,311,2010-03-16 10:51:00,2011-05-13 13:52:00
13991,852.88,6,995,2011-07-19 12:58:00,2011-11-27 16:18:00
14686,852.53,5,457,2010-02-18 18:29:00,2010-10-21 18:31:00
15266,852.21,5,236,2010-01-07 12:19:00,2011-01-05 13:40:00
16070,852.15,2,457,2011-11-07 16:36:00,2011-11-17 15:50:00
12696,851.91,2,564,2010-07-19 10:02:00,2010-10-01 10:43:00
17674,851.7,2,1021,2010-12-06 10:20:00,2011-09-26 13:35:00
13479,851.37,4,716,2010-08-19 16:18:00,2011-05-23 10:45:00
16020,851.01,3,487,2011-10-05 13:54:00,2011-11-23 11:18:00
17223,850.88,3,219,2010-11-29 17:19:00,2011-02-02 15:57:00
18108,848.81,3,261,2009-12-02 12:47:00,2011-03-30 13:56:00
12713,848.55,1,508,2011-12-09 12:16:00,2011-12-09 12:16:00
15264,848.4,2,443,2010-06-27 13:29:00,2011-10-06 13:49:00
15784,848.33,2,381,2010-02-05 14:42:00,2010-08-29 10:38:00
14202,847.76,3,166,2010-03-25 10:36:00,2010-11-23 17:13:00
13221,847.41,2,244,2010-12-15 13:24:00,2011-04-13 16:58:00
13487,846.87,5,362,2009-12-05 10:25:00,2011-10-13 12:07:00
16877,846.62,6,458,2011-05-15 16:13:00,2011-11-27 13:47:00
13970,846.55,2,469,2010-09-28 11:53:00,2010-11-18 13:21:00
14803,845.55,3,370,2011-02-20 13:21:00,2011-06-30 13:58:00
16500,843.91,9,386,2010-06-14 14:54:00,2011-12-05 12:04:00
14922,843.74,2,376,2010-07-20 09:45:00,2010-11-11 11:14:00
15070,843.25,3,375,2009-12-15 13:49:00,2010-12-02 11:23:00
16344,842.42,4,706,2010-02-09 12:16:00,2011-07-04 15:50:00
16846,842.41,3,517,2010-03-10 12:03:00,2011-10-20 13:55:00
17638,842.4,2,432,2009-12-18 09:58:00,2010-03-02 14:32:00
16810,842.04,2,372,2010-10-15 15:32:00,2011-05-31 15:32:00
14862,841.2,2,772,2011-07-14 11:20:00,2011-11-14 10:01:00
16798,841.16,3,205,2009-12-10 19:35:00,2010-06-03 19:01:00
12891,840.5,11,2325,2010-02-18 14:32:00,2011-06-07 12:31:00
13169,840.08,3,296,2010-05-26 15:58:00,2011-10-07 12:11:00
18247,839.73,3,335,2010-03-18 15:52:00,2010-10-21 09:49:00
13940,839.14,4,516,2011-07-18 16:05:00,2011-11-22 15:15:00
17332,838.27,5,794,2010-02-21 14:41:00,2010-06-29 16:10:00
