customer_id,first_purchase_date,latest_purchase_date,frequency,monetary,units_purchased,recency_days,customer_lifetime_days,average_order_value,recency_score,frequency_score,monetary_score,rfm_score,customer_segment
15945,2009-12-01 13:47:00,2010-12-09 13:14:00,4,827.27,397,365,372,206.82,2,4,3,243,At Risk
15946,2010-03-16 10:49:00,2010-07-25 12:18:00,3,2304.18,1614,503,131,768.06,1,3,4,134,Hibernating
15947,2011-09-18 10:46:00,2011-09-18 10:46:00,1,1708.24,898,83,0,1708.24,3,1,4,314,Need Attention
15948,2010-10-11 12:16:00,2011-12-01 15:32:00,3,1509.09,852,8,416,503.03,5,3,4,534,Potential Loyalists
15949,2011-09-29 17:34:00,2011-11-23 09:09:00,2,364.72,284,17,54,182.36,5,2,2,522,Potential Loyalists
15950,2010-01-26 11:39:00,2011-11-08 11:09:00,10,7120.91,3354,32,650,712.09,4,5,5,455,Champions
15951,2010-11-23 18:20:00,2011-12-01 08:34:00,3,1013.17,420,9,372,337.72,5,3,3,533,Potential Loyalists
15952,2011-04-28 12:55:00,2011-11-06 11:18:00,4,781.91,391,34,191,195.48,4,4,3,443,Loyal Customers
15953,2009-12-03 14:00:00,2011-11-24 15:32:00,18,3648.08,1841,15,721,202.67,5,5,5,555,Champions
15954,2010-04-29 13:35:00,2010-04-29 13:35:00,1,190.75,119,589,0,190.75,1,1,1,111,Lost Customers
15955,2010-02-23 16:36:00,2011-11-15 14:15:00,22,8658.36,4213,24,629,393.56,4,5,5,455,Champions
15956,2009-12-13 11:16:00,2010-06-06 13:06:00,2,617.6,278,551,175,308.8,1,2,3,123,Lost Customers
15957,2010-10-15 12:11:00,2011-11-08 12:14:00,3,921.25,453,32,389,307.08,4,3,3,433,Potential Loyalists
15958,2010-06-07 10:59:00,2011-09-26 13:41:00,4,462.12,154,74,476,115.53,3,4,2,342,Loyal Customers
15959,2010-01-26 16:19:00,2010-01-26 16:38:00,3,542.89,269,682,0,180.96,1,3,2,132,Hibernating
15960,2010-09-30 15:50:00,2010-11-30 15:57:00,4,410.95,258,374,61,102.74,2,4,2,242,At Risk
15961,2010-11-25 15:59:00,2010-11-25 15:59:00,1,451.29,154,379,0,451.29,2,1,2,212,Hibernating
15962,2010-09-16 13:48:00,2010-09-16 13:48:00,1,289.48,228,449,0,289.48,1,1,1,111,Lost Customers
15963,2011-10-25 13:05:00,2011-11-20 11:33:00,2,470.76,298,20,25,235.38,4,2,2,422,Potential Loyalists
15964,2010-02-14 15:30:00,2010-02-14 15:30:00,1,269.21,93,663,0,269.21,1,1,1,111,Lost Customers
15965,2009-12-03 11:45:00,2011-11-22 16:44:00,13,2928.13,1387,17,719,225.24,5,5,4,554,Champions
15966,2010-09-15 10:44:00,2010-09-15 10:44:00,1,426.53,275,451,0,426.53,1,1,2,112,Lost Customers
15967,2009-12-01 13:29:00,2011-11-16 15:41:00,12,2966.0,1183,23,715,247.17,4,5,5,455,Champions
15968,2010-11-16 13:04:00,2010-11-16 13:04:00,1,404.55,247,388,0,404.55,2,1,2,212,Hibernating
15969,2010-07-05 13:10:00,2011-12-07 11:06:00,5,1127.05,223,3,519,225.41,5,4,3,543,Loyal Customers
15970,2010-04-20 11:30:00,2011-02-09 12:08:00,2,1017.32,498,304,295,508.66,2,2,3,223,Hibernating
15971,2009-12-08 09:46:00,2011-11-22 12:50:00,18,5902.83,2251,18,714,327.94,5,5,5,555,Champions
15972,2010-04-18 14:06:00,2010-09-09 13:20:00,5,1769.33,468,456,143,353.87,1,4,4,144,At Risk
15973,2010-10-06 15:00:00,2010-12-08 11:42:00,3,988.44,301,367,62,329.48,2,3,3,233,Hibernating
15974,2011-02-24 10:10:00,2011-10-31 13:13:00,7,3442.15,2262,39,249,491.74,4,4,5,445,Champions
15975,2011-09-16 13:33:00,2011-09-16 13:33:00,1,371.01,243,84,0,371.01,3,1,2,312,Need Attention
15976,2010-06-06 14:01:00,2011-06-27 13:00:00,6,1694.41,1053,165,385,282.4,3,4,4,344,Loyal Customers
15977,2011-10-31 16:24:00,2011-11-22 13:29:00,2,1054.73,1016,17,21,527.36,5,2,3,523,Potential Loyalists
15978,2010-03-05 14:39:00,2011-09-23 15:21:00,3,3279.42,2444,77,567,1093.14,3,3,5,335,Big Spenders
15979,2010-04-16 11:35:00,2010-04-16 11:35:00,1,329.22,450,603,0,329.22,1,1,2,112,Lost Customers
15980,2010-06-01 14:40:00,2011-09-12 09:41:00,7,6543.68,4822,89,467,934.81,3,4,5,345,Loyal Customers
15981,2010-03-29 10:07:00,2011-11-15 08:00:00,21,9362.77,4827,25,595,445.85,4,5,5,455,Champions
15982,2010-04-13 15:47:00,2010-04-13 15:47:00,1,324.51,131,605,0,324.51,1,1,2,112,Lost Customers
15983,2009-12-06 12:52:00,2011-11-17 17:34:00,8,3924.02,2426,22,711,490.5,4,4,5,445,Champions
15984,2009-12-01 13:38:00,2011-12-07 12:16:00,30,8515.72,5786,3,735,283.86,5,5,5,555,Champions
15985,2010-05-27 15:51:00,2011-08-08 16:31:00,7,2715.28,2750,123,438,387.9,3,4,4,344,Loyal Customers
15986,2010-11-23 10:02:00,2011-11-09 15:17:00,2,354.42,368,30,351,177.21,4,2,2,422,Potential Loyalists
15987,2010-11-25 12:56:00,2011-11-27 15:38:00,8,1649.47,1685,12,367,206.18,5,4,4,544,Champions
15988,2010-02-21 11:36:00,2011-11-20 13:23:00,3,738.89,476,19,637,246.3,5,3,3,533,Potential Loyalists
15989,2009-12-02 15:51:00,2010-11-29 12:03:00,2,368.31,169,376,361,184.16,2,2,2,222,Hibernating
15990,2010-02-28 12:30:00,2011-10-26 15:58:00,7,1997.75,1086,44,605,285.39,4,4,4,444,Champions
15991,2010-06-23 15:50:00,2010-06-23 15:50:00,1,150.55,41,534,0,150.55,1,1,1,111,Lost Customers
15992,2010-09-12 11:52:00,2011-12-06 11:00:00,3,896.6,514,4,449,298.87,5,3,3,533,Potential Loyalists
15993,2011-10-26 16:21:00,2011-12-01 10:45:00,7,2777.67,2037,9,35,396.81,5,4,4,544,Champions
15994,2010-03-14 11:55:00,2011-10-16 12:28:00,3,1175.68,462,55,581,391.89,4,3,3,433,Potential Loyalists
15995,2010-10-21 13:57:00,2010-10-21 13:57:00,1,694.54,352,414,0,694.54,1,1,3,113,Lost Customers
15996,2010-11-07 15:49:00,2011-09-12 15:14:00,7,1649.65,738,88,308,235.66,3,4,4,344,Loyal Customers
15998,2009-12-01 11:45:00,2011-11-03 12:45:00,16,8274.14,5350,37,702,517.13,4,5,5,455,Champions
15999,2009-12-04 12:31:00,2009-12-04 12:31:00,1,20.4,24,736,0,20.4,1,1,1,111,Lost Customers
16000,2011-12-07 12:14:00,2011-12-07 12:17:00,3,12393.7,5110,3,0,4131.23,5,3,5,535,Potential Loyalists
16001,2010-11-23 17:10:00,2010-11-23 17:10:00,1,583.39,337,381,0,583.39,2,1,2,212,Hibernating
16002,2010-03-24 13:08:00,2010-03-24 13:08:00,1,169.21,70,625,0,169.21,1,1,1,111,Lost Customers
16003,2009-12-03 18:51:00,2011-11-10 09:57:00,10,5613.83,2210,30,706,561.38,4,5,5,455,Champions
16004,2010-01-25 13:56:00,2010-08-22 11:48:00,5,2146.39,1076,475,208,429.28,1,4,4,144,At Risk
16005,2010-09-15 13:21:00,2011-11-27 13:47:00,10,2365.49,1269,12,438,236.55,5,5,4,554,Champions
16006,2010-11-17 12:03:00,2011-05-12 13:12:00,2,332.82,205,211,176,166.41,2,2,2,222,Hibernating
16007,2010-06-14 13:18:00,2011-10-23 11:05:00,7,3053.06,2631,48,495,436.15,4,4,5,445,Champions
16008,2010-03-19 11:07:00,2011-11-16 10:32:00,15,5339.13,3237,24,606,355.94,4,5,5,455,Champions
16009,2011-07-03 11:26:00,2011-11-17 16:51:00,4,972.11,366,22,137,243.03,4,4,3,443,Loyal Customers
16010,2010-10-24 10:54:00,2011-04-08 10:14:00,11,1694.86,919,246,165,154.08,2,5,4,254,At Risk
16011,2009-12-01 12:02:00,2011-12-01 16:31:00,29,5838.96,3448,8,730,201.34,5,5,5,555,Champions
16012,2010-06-28 11:39:00,2011-11-04 13:25:00,5,2978.59,1760,35,494,595.72,4,4,5,445,Champions
16013,2009-12-08 10:24:00,2011-12-06 10:36:00,84,57140.44,25880,4,728,680.24,5,5,5,555,Champions
16014,2010-01-31 12:43:00,2011-11-02 12:04:00,5,1100.28,462,38,639,220.06,4,4,3,443,Loyal Customers
16015,2011-10-21 12:56:00,2011-12-06 10:58:00,3,704.55,907,4,45,234.85,5,3,3,533,Potential Loyalists
16016,2010-11-02 13:27:00,2011-12-06 14:35:00,11,2446.42,1019,3,399,222.4,5,5,4,554,Champions
16017,2010-01-05 12:06:00,2011-10-23 12:56:00,5,1545.58,635,47,656,309.12,4,4,4,444,Champions
16018,2009-12-07 13:57:00,2011-10-31 14:13:00,4,698.13,503,39,693,174.53,4,4,3,443,Loyal Customers
16019,2009-12-14 14:12:00,2011-10-24 11:51:00,27,17329.16,6959,47,678,641.82,4,5,5,455,Champions
16020,2011-10-05 13:54:00,2011-11-23 11:18:00,3,851.01,487,17,48,283.67,5,3,3,533,Potential Loyalists
16021,2010-06-13 11:05:00,2010-11-09 14:48:00,2,487.03,276,395,149,243.52,2,2,2,222,Hibernating
16022,2011-03-24 13:16:00,2011-03-24 13:16:00,1,602.63,255,260,0,602.63,2,1,2,212,Hibernating
16023,2011-03-18 13:32:00,2011-10-24 16:34:00,3,719.81,358,46,220,239.94,4,3,3,433,Potential Loyalists
16024,2010-10-24 11:40:00,2011-11-27 13:26:00,3,483.99,504,12,399,161.33,5,3,2,532,Potential Loyalists
16025,2011-11-10 11:45:00,2011-11-10 11:45:00,1,439.66,338,30,0,439.66,4,1,2,412,Need Attention
16026,2011-10-27 13:53:00,2011-10-27 13:53:00,1,236.09,243,43,0,236.09,4,1,1,411,Need Attention
16027,2010-01-08 13:21:00,2011-09-09 10:47:00,15,2048.36,2099,92,608,136.56,3,5,4,354,Loyal Customers
16028,2010-04-23 11:45:00,2010-04-23 11:45:00,1,82.2,18,596,0,82.2,1,1,1,111,Lost Customers
16029,2009-12-08 11:23:00,2011-11-01 10:27:00,107,122035.14,56386,39,692,1140.52,4,5,5,455,Champions
16030,2011-02-03 11:28:00,2011-02-03 11:28:00,1,331.24,283,310,0,331.24,2,1,2,212,Hibernating
16031,2011-04-06 14:23:00,2011-09-08 13:07:00,2,547.9,421,92,154,273.95,3,2,2,322,Need Attention
16032,2010-07-04 13:31:00,2010-09-09 18:00:00,6,1965.72,1467,456,67,327.62,1,4,4,144,At Risk
16033,2010-08-11 16:44:00,2011-12-04 12:44:00,27,10764.45,4252,6,479,398.68,5,5,5,555,Champions
16034,2010-10-26 13:00:00,2011-05-27 16:17:00,6,911.32,585,196,213,151.89,2,4,3,243,At Risk
16035,2010-05-28 15:09:00,2010-05-28 15:09:00,1,217.73,33,560,0,217.73,1,1,1,111,Lost Customers
16036,2010-03-29 14:47:00,2011-09-13 14:53:00,4,2556.84,1369,87,533,639.21,3,4,4,344,Loyal Customers
16037,2010-03-01 12:31:00,2011-03-15 09:13:00,5,1509.34,766,270,378,301.87,2,4,4,244,At Risk
16038,2011-05-22 11:29:00,2011-12-02 12:40:00,3,471.78,244,8,194,157.26,5,3,2,532,Potential Loyalists
16039,2010-03-21 15:17:00,2010-10-12 10:44:00,2,456.4,409,424,204,228.2,1,2,2,122,Lost Customers
16040,2010-04-09 10:12:00,2011-10-05 13:47:00,7,2416.9,1185,65,544,345.27,3,4,4,344,Loyal Customers
16041,2011-07-21 16:27:00,2011-11-09 12:25:00,3,3166.4,1584,31,110,1055.47,4,3,5,435,Potential Loyalists
16042,2010-09-12 12:00:00,2011-11-17 17:50:00,8,2245.32,1430,22,431,280.67,4,4,4,444,Champions
16043,2010-08-15 11:26:00,2011-11-02 12:50:00,8,1856.59,1011,38,444,232.07,4,4,4,444,Champions
16044,2010-09-30 18:12:00,2010-09-30 18:12:00,1,340.84,170,435,0,340.84,1,1,2,112,Lost Customers
16045,2010-07-29 12:50:00,2011-08-12 12:41:00,8,3434.93,2108,120,378,429.37,3,4,5,345,Loyal Customers
16046,2010-05-26 13:18:00,2010-05-26 13:18:00,1,235.78,248,562,0,235.78,1,1,1,111,Lost Customers
16047,2010-01-26 16:34:00,2010-01-26 16:34:00,1,107.14,1,682,0,107.14,1,1,1,111,Lost Customers
16048,2010-06-08 12:36:00,2010-12-01 15:28:00,4,1075.23,569,373,176,268.81,2,4,3,243,At Risk
16049,2010-07-11 13:53:00,2011-10-30 13:19:00,6,1852.15,1132,40,475,308.69,4,4,4,444,Champions
16050,2010-11-03 15:55:00,2011-06-19 11:44:00,3,300.7,388,174,227,100.23,3,3,2,332,Need Attention
16051,2010-01-27 09:38:00,2010-01-27 09:38:00,1,188.44,80,682,0,188.44,1,1,1,111,Lost Customers
16052,2011-10-16 15:13:00,2011-10-16 15:13:00,1,362.06,282,54,0,362.06,4,1,2,412,Need Attention
16053,2010-04-08 11:11:00,2011-11-07 11:21:00,6,3634.84,3067,33,578,605.81,4,4,5,445,Champions
16054,2010-04-01 18:37:00,2011-07-17 13:08:00,4,2111.88,791,145,471,527.97,3,4,4,344,Loyal Customers
16055,2011-05-03 09:26:00,2011-05-03 09:26:00,1,134.8,22,221,0,134.8,2,1,1,211,Hibernating
16056,2011-10-25 15:19:00,2011-10-25 15:19:00,1,650.75,345,45,0,650.75,4,1,3,413,Need Attention
16057,2010-01-07 17:11:00,2011-11-23 15:23:00,10,3854.85,1691,16,684,385.48,5,5,5,555,Champions
16058,2010-10-29 16:48:00,2010-10-29 16:48:00,1,62.7,18,406,0,62.7,2,1,1,211,Hibernating
16059,2010-05-19 13:04:00,2011-10-05 09:56:00,12,3171.82,1482,66,503,264.32,3,5,5,355,Loyal Customers
16060,2010-08-02 15:26:00,2010-11-04 12:10:00,3,541.95,243,401,93,180.65,2,3,2,232,Hibernating
16061,2010-10-04 15:29:00,2010-10-04 15:29:00,1,89.65,19,431,0,89.65,1,1,1,111,Lost Customers
16062,2010-06-21 13:32:00,2011-11-30 12:15:00,8,2863.45,2035,10,526,357.93,5,5,4,554,Champions
16063,2011-03-24 14:55:00,2011-03-24 14:56:00,1,335.32,262,260,0,335.32,2,1,2,212,Hibernating
16064,2009-12-14 16:11:00,2009-12-14 16:11:00,1,109.31,55,725,0,109.31,1,1,1,111,Lost Customers
16065,2010-09-02 13:27:00,2010-12-09 13:03:00,8,2359.27,1435,365,97,294.91,2,5,4,254,At Risk
16066,2011-08-07 14:33:00,2011-11-23 11:54:00,5,1521.04,935,17,107,304.21,5,4,4,544,Champions
16067,2010-02-02 18:01:00,2010-05-26 12:33:00,3,3269.11,1236,563,112,1089.7,1,3,5,135,Hibernating
16068,2010-04-25 11:52:00,2010-04-25 11:52:00,1,115.73,48,594,0,115.73,1,1,1,111,Lost Customers
16069,2010-10-18 10:32:00,2010-10-18 10:32:00,1,457.7,138,418,0,457.7,1,1,2,112,Lost Customers
16070,2011-11-07 16:36:00,2011-11-17 15:50:00,2,852.15,457,22,9,426.08,4,2,3,423,Potential Loyalists
16071,2010-02-22 14:48:00,2011-10-26 11:14:00,4,1076.8,697,45,610,269.2,4,4,3,443,Loyal Customers
16072,2010-06-08 16:47:00,2011-02-24 14:32:00,4,4180.09,1580,288,260,1045.02,2,4,5,245,At Risk
16073,2011-02-15 15:41:00,2011-02-15 15:41:00,1,122.4,48,297,0,122.4,2,1,1,211,Hibernating
16074,2010-11-14 13:19:00,2010-11-14 13:19:00,1,252.5,38,390,0,252.5,2,1,1,211,Hibernating
16075,2010-05-24 15:57:00,2010-07-25 11:31:00,2,736.93,271,503,61,368.46,1,2,3,123,Lost Customers
16076,2011-05-15 12:31:00,2011-12-06 14:59:00,10,2234.73,1435,3,205,223.47,5,5,4,554,Champions
16077,2010-03-24 10:42:00,2010-03-24 10:42:00,1,2300.4,840,626,0,2300.4,1,1,4,114,Lost Customers
16078,2010-02-08 13:29:00,2011-03-01 09:47:00,2,362.99,200,284,385,181.5,2,2,2,222,Hibernating
16079,2011-10-30 13:06:00,2011-11-23 12:48:00,3,1352.0,864,17,23,450.67,5,3,4,534,Potential Loyalists
16080,2010-09-15 14:19:00,2011-09-19 10:42:00,4,602.56,298,82,368,150.64,3,4,2,342,Loyal Customers
16081,2010-02-03 12:46:00,2011-10-14 13:06:00,8,4436.56,2230,56,618,554.57,4,5,5,455,Champions
16082,2010-02-07 15:16:00,2010-02-07 15:16:00,1,106.75,39,670,0,106.75,1,1,1,111,Lost Customers
16083,2010-11-16 11:53:00,2011-08-31 10:47:00,4,2351.42,1514,101,287,587.86,3,4,4,344,Loyal Customers
16084,2011-02-13 16:05:00,2011-02-13 16:05:00,1,436.18,216,299,0,436.18,2,1,2,212,Hibernating
16085,2010-01-20 14:03:00,2011-11-16 13:24:00,12,2341.03,1382,23,664,195.09,4,5,4,454,Champions
16086,2009-12-02 13:20:00,2011-10-11 13:09:00,10,2864.99,1526,59,677,286.5,3,5,4,354,Loyal Customers
16087,2010-01-19 12:30:00,2010-11-15 16:44:00,5,1739.92,664,389,300,347.98,2,4,4,244,At Risk
16088,2010-04-27 10:56:00,2010-05-13 10:16:00,2,1437.43,373,576,15,718.72,1,2,4,124,Lost Customers
16089,2010-07-18 15:51:00,2010-11-18 13:51:00,2,263.49,119,386,122,131.74,2,2,1,221,Hibernating
16090,2010-03-25 13:05:00,2010-03-25 13:05:00,1,180.56,58,624,0,180.56,1,1,1,111,Lost Customers
16091,2011-05-25 09:18:00,2011-07-08 08:45:00,2,315.06,154,155,43,157.53,3,2,2,322,Need Attention
16092,2010-05-09 16:10:00,2011-08-17 10:46:00,6,1587.94,1188,115,464,264.66,3,4,4,344,Loyal Customers
16093,2011-08-25 11:09:00,2011-08-25 11:09:00,1,17.0,20,107,0,17.0,3,1,1,311,Need Attention
16094,2010-04-16 14:00:00,2011-11-28 12:45:00,11,3695.56,2020,12,590,335.96,5,5,5,555,Champions
16095,2010-09-09 16:54:00,2010-09-09 16:54:00,1,447.05,265,456,0,447.05,1,1,2,112,Lost Customers
16096,2010-03-04 15:44:00,2011-03-20 13:38:00,4,1584.97,700,264,380,396.24,2,4,4,244,At Risk
16097,2011-04-13 13:47:00,2011-04-13 13:47:00,1,185.05,87,240,0,185.05,2,1,1,211,Hibernating
16098,2009-12-15 09:40:00,2011-09-13 09:59:00,14,4441.3,2142,88,637,317.24,3,5,5,355,Loyal Customers
16099,2010-03-03 11:13:00,2011-10-20 13:13:00,7,1573.2,960,50,596,224.74,4,4,4,444,Champions
16100,2010-09-03 11:39:00,2010-09-03 11:39:00,1,582.64,438,463,0,582.64,1,1,2,112,Lost Customers
16101,2010-05-27 12:50:00,2011-09-30 10:18:00,4,3229.16,1844,71,490,807.29,3,4,5,345,Loyal Customers
16102,2011-08-03 12:50:00,2011-10-28 13:19:00,3,1842.14,942,42,86,614.05,4,3,4,434,Potential Loyalists
16103,2010-01-08 12:08:00,2011-12-02 14:16:00,22,6191.71,2639,7,693,281.44,5,5,5,555,Champions
16104,2009-12-06 10:41:00,2011-10-09 10:23:00,9,2774.46,1047,62,671,308.27,3,5,4,354,Loyal Customers
16105,2010-04-14 13:27:00,2011-04-05 10:13:00,5,2386.19,2125,249,355,477.24,2,4,4,244,At Risk
16106,2011-10-05 10:37:00,2011-10-05 10:37:00,1,108.38,74,66,0,108.38,3,1,1,311,Need Attention
16107,2011-06-09 18:42:00,2011-11-22 09:40:00,7,3204.16,1176,18,165,457.74,5,4,5,545,Champions
16108,2010-03-18 14:14:00,2011-09-16 11:48:00,4,2235.92,1473,85,546,558.98,3,4,4,344,Loyal Customers
16109,2010-01-10 10:37:00,2011-05-05 09:17:00,3,939.48,1092,219,479,313.16,2,3,3,233,Hibernating
16110,2010-07-05 13:04:00,2011-10-25 14:35:00,4,1781.59,880,45,477,445.4,4,4,4,444,Champions
16111,2010-10-07 19:51:00,2010-10-07 19:51:00,1,549.33,233,428,0,549.33,1,1,2,112,Lost Customers
16112,2011-01-05 11:47:00,2011-07-19 14:28:00,4,195.74,574,143,195,48.94,3,4,1,341,Loyal Customers
16113,2011-06-09 16:16:00,2011-06-09 16:16:00,1,161.38,176,183,0,161.38,3,1,1,311,Need Attention
16114,2011-06-22 10:13:00,2011-06-22 10:13:00,1,135.75,43,171,0,135.75,3,1,1,311,Need Attention
16115,2010-05-14 11:59:00,2011-11-30 11:32:00,12,2553.8,1589,10,564,212.82,5,5,4,554,Champions
16116,2011-05-12 12:01:00,2011-05-12 12:01:00,1,612.78,248,212,0,612.78,2,1,2,212,Hibernating
16117,2010-04-27 11:50:00,2011-06-03 11:42:00,3,654.4,321,190,401,218.13,2,3,3,233,Hibernating
16118,2010-02-25 09:40:00,2010-02-25 09:40:00,1,4376.25,2851,653,0,4376.25,1,1,5,115,Lost Customers
16119,2009-12-16 11:56:00,2011-12-01 15:11:00,8,1720.81,811,8,715,215.1,5,5,4,554,Champions
16120,2010-10-13 15:07:00,2011-10-11 14:22:00,6,2967.51,2161,59,362,494.58,3,4,5,345,Loyal Customers
16121,2010-05-23 10:52:00,2011-10-13 12:59:00,5,1450.04,879,57,508,290.01,4,4,4,444,Champions
16122,2010-10-10 15:26:00,2011-09-27 15:34:00,6,1001.34,1398,73,352,166.89,3,4,3,343,Loyal Customers
16123,2011-10-19 09:18:00,2011-10-19 09:18:00,1,307.78,170,52,0,307.78,4,1,2,412,Need Attention
16124,2009-12-07 10:33:00,2011-01-26 14:45:00,4,1772.49,797,317,415,443.12,2,4,4,244,At Risk
16125,2009-12-14 15:38:00,2010-12-07 15:48:00,14,4581.7,1943,367,358,327.26,2,5,5,255,At Risk
16126,2009-12-02 13:34:00,2011-11-10 16:03:00,15,14644.6,6140,29,708,976.31,4,5,5,455,Champions
16127,2009-12-13 12:19:00,2011-10-31 13:58:00,2,801.31,391,39,687,400.66,4,2,3,423,Potential Loyalists
16128,2010-07-16 16:30:00,2011-11-22 11:14:00,11,3801.05,2445,18,493,345.55,5,5,5,555,Champions
16129,2010-07-20 12:32:00,2010-10-28 14:29:00,3,1396.05,1261,407,100,465.35,2,3,4,234,Hibernating
16130,2010-04-01 13:58:00,2010-10-13 15:14:00,4,987.48,296,422,195,246.87,1,4,3,143,At Risk
16131,2009-12-02 10:09:00,2011-10-19 11:53:00,12,9957.42,4768,52,686,829.78,4,5,5,455,Champions
16132,2010-03-22 10:25:00,2010-06-13 13:49:00,2,664.2,280,544,83,332.1,1,2,3,123,Lost Customers
16133,2010-03-31 12:21:00,2011-12-06 11:24:00,56,22992.26,13653,4,614,410.58,5,5,5,555,Champions
16134,2010-06-17 09:48:00,2011-11-18 10:05:00,5,2145.34,1637,22,519,429.07,4,4,4,444,Champions
16135,2010-05-05 09:35:00,2011-03-22 12:30:00,2,819.45,395,263,321,409.72,2,2,3,223,Hibernating
16136,2010-02-14 12:49:00,2011-10-11 09:10:00,4,946.8,674,60,603,236.7,3,4,3,343,Loyal Customers
16137,2010-01-28 15:04:00,2010-01-28 15:04:00,1,422.7,210,680,0,422.7,1,1,2,112,Lost Customers
16138,2010-04-28 09:51:00,2010-11-26 12:13:00,3,910.35,774,379,212,303.45,2,3,3,233,Hibernating
16139,2009-12-03 13:51:00,2011-11-21 08:37:00,5,1111.15,602,19,717,222.23,5,4,3,543,Loyal Customers
16140,2010-09-24 12:03:00,2011-10-05 12:15:00,3,1557.6,1376,66,376,519.2,3,3,4,334,Big Spenders
16141,2010-10-18 14:12:00,2011-09-12 13:11:00,2,955.94,410,88,328,477.97,3,2,3,323,Need Attention
16142,2011-04-04 10:16:00,2011-04-04 10:16:00,1,535.34,422,250,0,535.34,2,1,2,212,Hibernating
16143,2009-12-10 09:44:00,2011-12-06 14:13:00,12,4910.83,2011,3,726,409.24,5,5,5,555,Champions
16144,2011-04-07 10:09:00,2011-04-07 10:09:00,1,175.2,16,247,0,175.2,2,1,1,211,Hibernating
16145,2010-05-04 13:31:00,2011-12-01 10:33:00,19,6805.44,5270,9,575,358.18,5,5,5,555,Champions
16146,2010-09-17 10:46:00,2011-07-05 14:20:00,4,946.38,544,157,291,236.6,3,4,3,343,Loyal Customers
16147,2010-02-05 12:26:00,2011-07-29 09:57:00,5,2398.91,1395,134,538,479.78,3,4,4,344,Loyal Customers
16148,2010-09-29 10:12:00,2011-02-16 14:01:00,2,386.62,250,296,140,193.31,2,2,2,222,Hibernating
16149,2010-10-06 15:54:00,2011-12-05 11:29:00,3,422.22,598,5,424,140.74,5,3,2,532,Potential Loyalists
16150,2009-12-17 15:33:00,2011-10-28 12:39:00,10,4395.59,2164,43,679,439.56,4,5,5,455,Champions
16152,2011-03-16 09:47:00,2011-03-16 09:47:00,1,1829.04,642,269,0,1829.04,2,1,4,214,Hibernating
16153,2010-05-26 12:41:00,2011-10-21 10:50:00,11,5133.49,3693,50,512,466.68,4,5,5,455,Champions
16155,2010-06-18 11:23:00,2010-11-23 12:03:00,5,796.9,495,382,158,159.38,2,4,3,243,At Risk
16156,2009-12-02 17:06:00,2011-12-01 12:42:00,20,6188.18,3205,9,728,309.41,5,5,5,555,Champions
16157,2011-09-28 11:48:00,2011-11-24 11:41:00,3,656.69,347,16,56,218.9,5,3,3,533,Potential Loyalists
16158,2009-12-05 15:00:00,2010-07-05 13:55:00,9,628.32,182,522,211,69.81,1,5,3,153,At Risk
16159,2009-12-03 11:51:00,2011-03-03 12:27:00,4,1232.79,635,282,455,308.2,2,4,3,243,At Risk
16160,2011-09-15 10:53:00,2011-10-05 14:19:00,2,1025.44,1162,65,20,512.72,3,2,3,323,Need Attention
16161,2010-02-08 11:06:00,2011-12-08 12:10:00,43,12744.26,6343,2,668,296.38,5,5,5,555,Champions
16162,2011-04-01 15:03:00,2011-04-01 15:03:00,1,37.4,4,252,0,37.4,2,1,1,211,Hibernating
16163,2009-12-02 10:00:00,2011-04-21 15:15:00,6,2849.58,768,232,505,474.93,2,4,4,244,At Risk
16164,2011-10-28 09:12:00,2011-11-22 15:04:00,3,822.48,433,17,25,274.16,5,3,3,533,Potential Loyalists
16165,2010-07-22 14:17:00,2010-07-22 14:17:00,1,79.9,2,505,0,79.9,1,1,1,111,Lost Customers
16166,2010-01-17 14:16:00,2010-10-07 15:44:00,2,435.83,173,428,263,217.92,1,2,2,122,Lost Customers
16167,2009-12-01 10:46:00,2010-10-21 15:33:00,5,1386.12,1494,414,324,277.22,1,4,4,144,At Risk
16168,2009-12-03 12:38:00,2011-11-29 12:45:00,66,10636.47,5099,11,726,161.16,5,5,5,555,Champions
16169,2011-09-25 11:33:00,2011-12-01 15:28:00,4,1822.97,1325,8,67,455.74,5,4,4,544,Champions
16170,2010-02-18 13:50:00,2011-10-20 08:21:00,20,6869.0,6056,51,608,343.45,4,5,5,455,Champions
16171,2011-10-11 14:51:00,2011-10-11 14:51:00,1,73.2,24,59,0,73.2,3,1,1,311,Need Attention
16172,2010-07-14 15:34:00,2011-09-05 13:22:00,8,1884.55,1419,95,417,235.57,3,5,4,354,Loyal Customers
16173,2011-09-02 15:23:00,2011-11-24 10:53:00,6,1418.32,575,16,82,236.39,5,4,4,544,Champions
16174,2010-04-15 15:12:00,2011-08-05 13:26:00,7,2246.75,1431,126,476,320.96,3,4,4,344,Loyal Customers
16175,2010-05-25 12:01:00,2011-09-06 14:32:00,7,1836.44,932,94,469,262.35,3,4,4,344,Loyal Customers
16176,2010-03-29 14:52:00,2010-10-14 13:54:00,4,2052.69,952,421,198,513.17,1,4,4,144,At Risk
16177,2010-03-02 14:03:00,2011-10-20 12:57:00,8,2247.31,1021,50,596,280.91,4,5,4,454,Champions
16178,2010-11-03 14:46:00,2011-07-24 16:05:00,2,612.6,304,138,263,306.3,3,2,2,322,Need Attention
